Namespace(augment=False, batchSize=32, beta1=0.5, cuda=True, data='lung', decay_lr=False, dropout=0.5, earlystop=False, experiment='sb37', imgSize=299, init='normal', lr=0.001, metadata=False, method='average', model='', nc=3, ngpu=1, niter=25, nonlinearity='relu', optimizer='Adam')

old comet version (0.1.68) detected. current: 1.0.10 please update your comet lib with command: `pip install --no-cache-dir --upgrade comet_ml`

Experiment is live on comet.ml https://www.comet.ml/charrrrtreuse/general/30070a2e0f964a85af9689ab1d61bcf7

Random Seed:  5033
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading train dataset: 461823 samples
Loading from: TCGA-LUAD
Loading from: TCGA-LUSC
Loading from: Solid_Tissue_Normal
Finished loading valid dataset: 105872 samples
Class encoding:
{'Solid_Tissue_Normal': 0, 'TCGA-LUAD': 1, 'TCGA-LUSC': 2}
cancer_CNN (
  (conv1): BasicConv2d (
    (conv): Conv2d(3, 16, kernel_size=(5, 5), stride=(2, 2), padding=(1, 1))
    (bn): BatchNorm2d(16, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv2): BasicConv2d (
    (conv): Conv2d(16, 32, kernel_size=(3, 3), stride=(1, 1))
    (bn): BatchNorm2d(32, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv3): BasicConv2d (
    (conv): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv4): BasicConv2d (
    (conv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv5): BasicConv2d (
    (conv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(128, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (conv6): BasicConv2d (
    (conv): Conv2d(128, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
    (bn): BatchNorm2d(64, eps=0.001, momentum=0.1, affine=True)
    (relu): ReLU ()
    (dropout): Dropout (p = 0.5)
  )
  (linear): Linear (5184 -> 3)
)
No early stopping implemented
[0/25][12922/14432] Training Loss: 0.756356 
[0/25][12923/14432] Training Loss: 0.731961 
[0/25][12924/14432] Training Loss: 0.679787 
[0/25][12925/14432] Training Loss: 0.770661 
[0/25][12926/14432] Training Loss: 0.650711 
[0/25][12927/14432] Training Loss: 0.771993 
[0/25][12928/14432] Training Loss: 0.680429 
[0/25][12929/14432] Training Loss: 0.877859 
[0/25][12930/14432] Training Loss: 0.794600 
[0/25][12931/14432] Training Loss: 0.722718 
[0/25][12932/14432] Training Loss: 0.625874 
[0/25][12933/14432] Training Loss: 0.701618 
[0/25][12934/14432] Training Loss: 0.647049 
[0/25][12935/14432] Training Loss: 0.651219 
[0/25][12936/14432] Training Loss: 0.636007 
[0/25][12937/14432] Training Loss: 0.767927 
[0/25][12938/14432] Training Loss: 0.730136 
[0/25][12939/14432] Training Loss: 0.779788 
[0/25][12940/14432] Training Loss: 0.586170 
[0/25][12941/14432] Training Loss: 0.676047 
[0/25][12942/14432] Training Loss: 0.670108 
[0/25][12943/14432] Training Loss: 0.617601 
[0/25][12944/14432] Training Loss: 0.684454 
[0/25][12945/14432] Training Loss: 0.731829 
[0/25][12946/14432] Training Loss: 1.096011 
[0/25][12947/14432] Training Loss: 0.643091 
[0/25][12948/14432] Training Loss: 0.834761 
[0/25][12949/14432] Training Loss: 0.576422 
[0/25][12950/14432] Training Loss: 0.847323 
[0/25][12951/14432] Training Loss: 0.663158 
[0/25][12952/14432] Training Loss: 0.548511 
[0/25][12953/14432] Training Loss: 0.804459 
[0/25][12954/14432] Training Loss: 0.569015 
[0/25][12955/14432] Training Loss: 0.637109 
[0/25][12956/14432] Training Loss: 0.776216 
[0/25][12957/14432] Training Loss: 0.636149 
[0/25][12958/14432] Training Loss: 0.536727 
[0/25][12959/14432] Training Loss: 0.551131 
[0/25][12960/14432] Training Loss: 0.921178 
[0/25][12961/14432] Training Loss: 0.683536 
[0/25][12962/14432] Training Loss: 0.670368 
[0/25][12963/14432] Training Loss: 1.034524 
[0/25][12964/14432] Training Loss: 0.633298 
[0/25][12965/14432] Training Loss: 0.707560 
[0/25][12966/14432] Training Loss: 0.700249 
[0/25][12967/14432] Training Loss: 0.908644 
[0/25][12968/14432] Training Loss: 0.660519 
[0/25][12969/14432] Training Loss: 0.701245 
[0/25][12970/14432] Training Loss: 0.650476 
[0/25][12971/14432] Training Loss: 0.621988 
[0/25][12972/14432] Training Loss: 0.605137 
[0/25][12973/14432] Training Loss: 0.723578 
[0/25][12974/14432] Training Loss: 0.636367 
[0/25][12975/14432] Training Loss: 0.668921 
[0/25][12976/14432] Training Loss: 0.775742 
[0/25][12977/14432] Training Loss: 0.783753 
[0/25][12978/14432] Training Loss: 0.970245 
[0/25][12979/14432] Training Loss: 0.647724 
[0/25][12980/14432] Training Loss: 0.854846 
[0/25][12981/14432] Training Loss: 0.691254 
[0/25][12982/14432] Training Loss: 0.830960 
[0/25][12983/14432] Training Loss: 0.575903 
[0/25][12984/14432] Training Loss: 0.650252 
[0/25][12985/14432] Training Loss: 0.739370 
[0/25][12986/14432] Training Loss: 0.807982 
[0/25][12987/14432] Training Loss: 0.644308 
[0/25][12988/14432] Training Loss: 0.668662 
[0/25][12989/14432] Training Loss: 0.584405 
[0/25][12990/14432] Training Loss: 0.657571 
[0/25][12991/14432] Training Loss: 0.740923 
[0/25][12992/14432] Training Loss: 0.814114 
[0/25][12993/14432] Training Loss: 0.709496 
[0/25][12994/14432] Training Loss: 0.577123 
[0/25][12995/14432] Training Loss: 0.782794 
[0/25][12996/14432] Training Loss: 0.584979 
[0/25][12997/14432] Training Loss: 0.639884 
[0/25][12998/14432] Training Loss: 0.557215 
[0/25][12999/14432] Training Loss: 0.653041 
[0/25][13000/14432] Training Loss: 0.631592 
[0/25][13001/14432] Training Loss: 0.680582 
[0/25][13002/14432] Training Loss: 0.682390 
[0/25][13003/14432] Training Loss: 0.786944 
[0/25][13004/14432] Training Loss: 0.688862 
[0/25][13005/14432] Training Loss: 0.861170 
[0/25][13006/14432] Training Loss: 0.844097 
[0/25][13007/14432] Training Loss: 0.641623 
[0/25][13008/14432] Training Loss: 0.842862 
[0/25][13009/14432] Training Loss: 0.685387 
[0/25][13010/14432] Training Loss: 0.780141 
[0/25][13011/14432] Training Loss: 0.771193 
[0/25][13012/14432] Training Loss: 0.828730 
[0/25][13013/14432] Training Loss: 0.838511 
[0/25][13014/14432] Training Loss: 0.755476 
[0/25][13015/14432] Training Loss: 0.593358 
[0/25][13016/14432] Training Loss: 0.740068 
[0/25][13017/14432] Training Loss: 0.738586 
[0/25][13018/14432] Training Loss: 0.637528 
[0/25][13019/14432] Training Loss: 0.893035 
[0/25][13020/14432] Training Loss: 0.619711 
[0/25][13021/14432] Training Loss: 0.743033 
[0/25][13022/14432] Training Loss: 0.723024 
[0/25][13023/14432] Training Loss: 0.654118 
[0/25][13024/14432] Training Loss: 0.885529 
[0/25][13025/14432] Training Loss: 0.697711 
[0/25][13026/14432] Training Loss: 0.563888 
[0/25][13027/14432] Training Loss: 0.660532 
[0/25][13028/14432] Training Loss: 0.618764 
[0/25][13029/14432] Training Loss: 0.855260 
[0/25][13030/14432] Training Loss: 0.884378 
[0/25][13031/14432] Training Loss: 0.625638 
[0/25][13032/14432] Training Loss: 0.688346 
[0/25][13033/14432] Training Loss: 0.606685 
[0/25][13034/14432] Training Loss: 0.563431 
[0/25][13035/14432] Training Loss: 0.715025 
[0/25][13036/14432] Training Loss: 0.874659 
[0/25][13037/14432] Training Loss: 0.692706 
[0/25][13038/14432] Training Loss: 0.728639 
[0/25][13039/14432] Training Loss: 0.608620 
[0/25][13040/14432] Training Loss: 0.812238 
[0/25][13041/14432] Training Loss: 0.759712 
[0/25][13042/14432] Training Loss: 0.765280 
[0/25][13043/14432] Training Loss: 0.773403 
[0/25][13044/14432] Training Loss: 0.648902 
[0/25][13045/14432] Training Loss: 0.848825 
[0/25][13046/14432] Training Loss: 0.822835 
[0/25][13047/14432] Training Loss: 0.640032 
[0/25][13048/14432] Training Loss: 0.676350 
[0/25][13049/14432] Training Loss: 0.693008 
[0/25][13050/14432] Training Loss: 0.621266 
[0/25][13051/14432] Training Loss: 0.701599 
[0/25][13052/14432] Training Loss: 0.763167 
[0/25][13053/14432] Training Loss: 0.883092 
[0/25][13054/14432] Training Loss: 0.531077 
[0/25][13055/14432] Training Loss: 0.707418 
[0/25][13056/14432] Training Loss: 0.661364 
[0/25][13057/14432] Training Loss: 0.630179 
[0/25][13058/14432] Training Loss: 0.684746 
[0/25][13059/14432] Training Loss: 0.721615 
[0/25][13060/14432] Training Loss: 0.814080 
[0/25][13061/14432] Training Loss: 0.616485 
[0/25][13062/14432] Training Loss: 0.567138 
[0/25][13063/14432] Training Loss: 0.657473 
[0/25][13064/14432] Training Loss: 0.722228 
[0/25][13065/14432] Training Loss: 0.751191 
[0/25][13066/14432] Training Loss: 0.743011 
[0/25][13067/14432] Training Loss: 0.611846 
[0/25][13068/14432] Training Loss: 0.559814 
[0/25][13069/14432] Training Loss: 0.951509 
[0/25][13070/14432] Training Loss: 0.713072 
[0/25][13071/14432] Training Loss: 0.580541 
[0/25][13072/14432] Training Loss: 0.600282 
[0/25][13073/14432] Training Loss: 0.731108 
[0/25][13074/14432] Training Loss: 0.858880 
[0/25][13075/14432] Training Loss: 0.683891 
[0/25][13076/14432] Training Loss: 0.650569 
[0/25][13077/14432] Training Loss: 0.696565 
[0/25][13078/14432] Training Loss: 0.797925 
[0/25][13079/14432] Training Loss: 0.503293 
[0/25][13080/14432] Training Loss: 0.754287 
[0/25][13081/14432] Training Loss: 0.706847 
[0/25][13082/14432] Training Loss: 0.712962 
[0/25][13083/14432] Training Loss: 0.729991 
[0/25][13084/14432] Training Loss: 0.741509 
[0/25][13085/14432] Training Loss: 0.645232 
[0/25][13086/14432] Training Loss: 0.848307 
[0/25][13087/14432] Training Loss: 0.736071 
[0/25][13088/14432] Training Loss: 0.682589 
[0/25][13089/14432] Training Loss: 0.743214 
[0/25][13090/14432] Training Loss: 0.980988 
[0/25][13091/14432] Training Loss: 0.679294 
[0/25][13092/14432] Training Loss: 0.661439 
[0/25][13093/14432] Training Loss: 0.648507 
[0/25][13094/14432] Training Loss: 0.765817 
[0/25][13095/14432] Training Loss: 0.670326 
[0/25][13096/14432] Training Loss: 0.702810 
[0/25][13097/14432] Training Loss: 0.795796 
[0/25][13098/14432] Training Loss: 0.720086 
[0/25][13099/14432] Training Loss: 0.718303 
[0/25][13100/14432] Training Loss: 0.667467 
[0/25][13101/14432] Training Loss: 0.598774 
[0/25][13102/14432] Training Loss: 0.715917 
[0/25][13103/14432] Training Loss: 0.577402 
[0/25][13104/14432] Training Loss: 0.609421 
[0/25][13105/14432] Training Loss: 0.756994 
[0/25][13106/14432] Training Loss: 0.656354 
[0/25][13107/14432] Training Loss: 0.811510 
[0/25][13108/14432] Training Loss: 0.700782 
[0/25][13109/14432] Training Loss: 0.787247 
[0/25][13110/14432] Training Loss: 0.741282 
[0/25][13111/14432] Training Loss: 0.838829 
[0/25][13112/14432] Training Loss: 0.644936 
[0/25][13113/14432] Training Loss: 0.804833 
[0/25][13114/14432] Training Loss: 0.744902 
[0/25][13115/14432] Training Loss: 0.733742 
[0/25][13116/14432] Training Loss: 0.708255 
[0/25][13117/14432] Training Loss: 0.683803 
[0/25][13118/14432] Training Loss: 0.791221 
[0/25][13119/14432] Training Loss: 0.574927 
[0/25][13120/14432] Training Loss: 0.662368 
[0/25][13121/14432] Training Loss: 0.621501 
[0/25][13122/14432] Training Loss: 0.795507 
[0/25][13123/14432] Training Loss: 0.765018 
[0/25][13124/14432] Training Loss: 0.698412 
[0/25][13125/14432] Training Loss: 0.736887 
[0/25][13126/14432] Training Loss: 0.656124 
[0/25][13127/14432] Training Loss: 0.759324 
[0/25][13128/14432] Training Loss: 0.776097 
[0/25][13129/14432] Training Loss: 0.601291 
[0/25][13130/14432] Training Loss: 0.713032 
[0/25][13131/14432] Training Loss: 0.866578 
[0/25][13132/14432] Training Loss: 0.643768 
[0/25][13133/14432] Training Loss: 0.754235 
[0/25][13134/14432] Training Loss: 0.718632 
[0/25][13135/14432] Training Loss: 0.637273 
[0/25][13136/14432] Training Loss: 0.682766 
[0/25][13137/14432] Training Loss: 0.717286 
[0/25][13138/14432] Training Loss: 0.677267 
[0/25][13139/14432] Training Loss: 0.749633 
[0/25][13140/14432] Training Loss: 0.598129 
[0/25][13141/14432] Training Loss: 0.578809 
[0/25][13142/14432] Training Loss: 0.631230 
[0/25][13143/14432] Training Loss: 0.600768 
[0/25][13144/14432] Training Loss: 0.807811 
[0/25][13145/14432] Training Loss: 0.659632 
[0/25][13146/14432] Training Loss: 1.023579 
[0/25][13147/14432] Training Loss: 0.645312 
[0/25][13148/14432] Training Loss: 0.791224 
[0/25][13149/14432] Training Loss: 0.711878 
[0/25][13150/14432] Training Loss: 0.635599 
[0/25][13151/14432] Training Loss: 0.731321 
[0/25][13152/14432] Training Loss: 0.741768 
[0/25][13153/14432] Training Loss: 0.653815 
[0/25][13154/14432] Training Loss: 0.710831 
[0/25][13155/14432] Training Loss: 0.863831 
[0/25][13156/14432] Training Loss: 0.826799 
[0/25][13157/14432] Training Loss: 0.800275 
[0/25][13158/14432] Training Loss: 0.713323 
[0/25][13159/14432] Training Loss: 0.611651 
[0/25][13160/14432] Training Loss: 0.844311 
[0/25][13161/14432] Training Loss: 0.695674 
[0/25][13162/14432] Training Loss: 0.682797 
[0/25][13163/14432] Training Loss: 0.831153 
[0/25][13164/14432] Training Loss: 0.823934 
[0/25][13165/14432] Training Loss: 0.732955 
[0/25][13166/14432] Training Loss: 0.798489 
[0/25][13167/14432] Training Loss: 0.654590 
[0/25][13168/14432] Training Loss: 0.513152 
[0/25][13169/14432] Training Loss: 0.981944 
[0/25][13170/14432] Training Loss: 0.697415 
[0/25][13171/14432] Training Loss: 0.722453 
[0/25][13172/14432] Training Loss: 0.629539 
[0/25][13173/14432] Training Loss: 0.711696 
[0/25][13174/14432] Training Loss: 0.725168 
[0/25][13175/14432] Training Loss: 0.594623 
[0/25][13176/14432] Training Loss: 0.969944 
[0/25][13177/14432] Training Loss: 0.569648 
[0/25][13178/14432] Training Loss: 0.763204 
[0/25][13179/14432] Training Loss: 0.689915 
[0/25][13180/14432] Training Loss: 0.688248 
[0/25][13181/14432] Training Loss: 0.668776 
[0/25][13182/14432] Training Loss: 0.800426 
[0/25][13183/14432] Training Loss: 0.729613 
[0/25][13184/14432] Training Loss: 0.831674 
[0/25][13185/14432] Training Loss: 0.630376 
[0/25][13186/14432] Training Loss: 0.908685 
[0/25][13187/14432] Training Loss: 0.647190 
[0/25][13188/14432] Training Loss: 0.550192 
[0/25][13189/14432] Training Loss: 0.611556 
[0/25][13190/14432] Training Loss: 0.798925 
[0/25][13191/14432] Training Loss: 0.568793 
[0/25][13192/14432] Training Loss: 0.687848 
[0/25][13193/14432] Training Loss: 0.760655 
[0/25][13194/14432] Training Loss: 0.720904 
[0/25][13195/14432] Training Loss: 0.596074 
[0/25][13196/14432] Training Loss: 0.811475 
[0/25][13197/14432] Training Loss: 0.818805 
[0/25][13198/14432] Training Loss: 0.789297 
[0/25][13199/14432] Training Loss: 0.628777 
[0/25][13200/14432] Training Loss: 0.787199 
[0/25][13201/14432] Training Loss: 0.660476 
[0/25][13202/14432] Training Loss: 0.789982 
[0/25][13203/14432] Training Loss: 0.905884 
[0/25][13204/14432] Training Loss: 0.813934 
[0/25][13205/14432] Training Loss: 0.678135 
[0/25][13206/14432] Training Loss: 0.569414 
[0/25][13207/14432] Training Loss: 0.710362 
[0/25][13208/14432] Training Loss: 0.643726 
[0/25][13209/14432] Training Loss: 0.795652 
[0/25][13210/14432] Training Loss: 0.770751 
[0/25][13211/14432] Training Loss: 0.664321 
[0/25][13212/14432] Training Loss: 0.535724 
[0/25][13213/14432] Training Loss: 0.691454 
[0/25][13214/14432] Training Loss: 0.802180 
[0/25][13215/14432] Training Loss: 0.659130 
[0/25][13216/14432] Training Loss: 0.641293 
[0/25][13217/14432] Training Loss: 0.867447 
[0/25][13218/14432] Training Loss: 0.730825 
[0/25][13219/14432] Training Loss: 0.772650 
[0/25][13220/14432] Training Loss: 0.739460 
[0/25][13221/14432] Training Loss: 0.636167 
[0/25][13222/14432] Training Loss: 0.689512 
[0/25][13223/14432] Training Loss: 0.724649 
[0/25][13224/14432] Training Loss: 0.682451 
[0/25][13225/14432] Training Loss: 0.630368 
[0/25][13226/14432] Training Loss: 0.755108 
[0/25][13227/14432] Training Loss: 0.506540 
[0/25][13228/14432] Training Loss: 0.624740 
[0/25][13229/14432] Training Loss: 0.620912 
[0/25][13230/14432] Training Loss: 0.676435 
[0/25][13231/14432] Training Loss: 0.844960 
[0/25][13232/14432] Training Loss: 0.817934 
[0/25][13233/14432] Training Loss: 0.563510 
[0/25][13234/14432] Training Loss: 0.688714 
[0/25][13235/14432] Training Loss: 0.765579 
[0/25][13236/14432] Training Loss: 0.830571 
[0/25][13237/14432] Training Loss: 0.694856 
[0/25][13238/14432] Training Loss: 0.692302 
[0/25][13239/14432] Training Loss: 0.798556 
[0/25][13240/14432] Training Loss: 0.706117 
[0/25][13241/14432] Training Loss: 0.714274 
[0/25][13242/14432] Training Loss: 0.716727 
[0/25][13243/14432] Training Loss: 0.715933 
[0/25][13244/14432] Training Loss: 0.650519 
[0/25][13245/14432] Training Loss: 0.536852 
[0/25][13246/14432] Training Loss: 0.785790 
[0/25][13247/14432] Training Loss: 0.929314 
[0/25][13248/14432] Training Loss: 0.742241 
[0/25][13249/14432] Training Loss: 0.704184 
[0/25][13250/14432] Training Loss: 0.811357 
[0/25][13251/14432] Training Loss: 0.692721 
[0/25][13252/14432] Training Loss: 0.645816 
[0/25][13253/14432] Training Loss: 0.702653 
[0/25][13254/14432] Training Loss: 0.778371 
[0/25][13255/14432] Training Loss: 0.620460 
[0/25][13256/14432] Training Loss: 0.812920 
[0/25][13257/14432] Training Loss: 0.952248 
[0/25][13258/14432] Training Loss: 0.669356 
[0/25][13259/14432] Training Loss: 0.695744 
[0/25][13260/14432] Training Loss: 0.663641 
[0/25][13261/14432] Training Loss: 0.752125 
[0/25][13262/14432] Training Loss: 0.563144 
[0/25][13263/14432] Training Loss: 0.648767 
[0/25][13264/14432] Training Loss: 0.599186 
[0/25][13265/14432] Training Loss: 0.694898 
[0/25][13266/14432] Training Loss: 0.962191 
[0/25][13267/14432] Training Loss: 0.821975 
[0/25][13268/14432] Training Loss: 0.777559 
[0/25][13269/14432] Training Loss: 0.788344 
[0/25][13270/14432] Training Loss: 0.641047 
[0/25][13271/14432] Training Loss: 1.000980 
[0/25][13272/14432] Training Loss: 0.710462 
[0/25][13273/14432] Training Loss: 0.571926 
[0/25][13274/14432] Training Loss: 0.657156 
[0/25][13275/14432] Training Loss: 0.719816 
[0/25][13276/14432] Training Loss: 0.568995 
[0/25][13277/14432] Training Loss: 0.659608 
[0/25][13278/14432] Training Loss: 0.804710 
[0/25][13279/14432] Training Loss: 0.702478 
[0/25][13280/14432] Training Loss: 0.607306 
[0/25][13281/14432] Training Loss: 0.763466 
[0/25][13282/14432] Training Loss: 0.650164 
[0/25][13283/14432] Training Loss: 0.607760 
[0/25][13284/14432] Training Loss: 0.632858 
[0/25][13285/14432] Training Loss: 0.733995 
[0/25][13286/14432] Training Loss: 0.856077 
[0/25][13287/14432] Training Loss: 0.698335 
[0/25][13288/14432] Training Loss: 0.669744 
[0/25][13289/14432] Training Loss: 0.548326 
[0/25][13290/14432] Training Loss: 0.644660 
[0/25][13291/14432] Training Loss: 0.587348 
[0/25][13292/14432] Training Loss: 0.780604 
[0/25][13293/14432] Training Loss: 0.794849 
[0/25][13294/14432] Training Loss: 0.779865 
[0/25][13295/14432] Training Loss: 0.567359 
[0/25][13296/14432] Training Loss: 0.475288 
[0/25][13297/14432] Training Loss: 0.805946 
[0/25][13298/14432] Training Loss: 0.597006 
[0/25][13299/14432] Training Loss: 0.657663 
[0/25][13300/14432] Training Loss: 0.908079 
[0/25][13301/14432] Training Loss: 0.659101 
[0/25][13302/14432] Training Loss: 0.684999 
[0/25][13303/14432] Training Loss: 0.690785 
[0/25][13304/14432] Training Loss: 0.761771 
[0/25][13305/14432] Training Loss: 0.871736 
[0/25][13306/14432] Training Loss: 0.710733 
[0/25][13307/14432] Training Loss: 0.777613 
[0/25][13308/14432] Training Loss: 0.778210 
[0/25][13309/14432] Training Loss: 0.631180 
[0/25][13310/14432] Training Loss: 0.688296 
[0/25][13311/14432] Training Loss: 0.856630 
[0/25][13312/14432] Training Loss: 0.940058 
[0/25][13313/14432] Training Loss: 0.535564 
[0/25][13314/14432] Training Loss: 0.637552 
[0/25][13315/14432] Training Loss: 0.624777 
[0/25][13316/14432] Training Loss: 0.702432 
[0/25][13317/14432] Training Loss: 0.927547 
[0/25][13318/14432] Training Loss: 0.781269 
[0/25][13319/14432] Training Loss: 0.648147 
[0/25][13320/14432] Training Loss: 0.732074 
[0/25][13321/14432] Training Loss: 0.778299 
[0/25][13322/14432] Training Loss: 0.632226 
[0/25][13323/14432] Training Loss: 0.599680 
[0/25][13324/14432] Training Loss: 0.610855 
[0/25][13325/14432] Training Loss: 0.673167 
[0/25][13326/14432] Training Loss: 0.764093 
[0/25][13327/14432] Training Loss: 0.727938 
[0/25][13328/14432] Training Loss: 0.838470 
[0/25][13329/14432] Training Loss: 0.642337 
[0/25][13330/14432] Training Loss: 0.441575 
[0/25][13331/14432] Training Loss: 0.679761 
[0/25][13332/14432] Training Loss: 0.827258 
[0/25][13333/14432] Training Loss: 0.740423 
[0/25][13334/14432] Training Loss: 0.596227 
[0/25][13335/14432] Training Loss: 0.887624 
[0/25][13336/14432] Training Loss: 0.720623 
[0/25][13337/14432] Training Loss: 0.591961 
[0/25][13338/14432] Training Loss: 0.629935 
[0/25][13339/14432] Training Loss: 0.625991 
[0/25][13340/14432] Training Loss: 0.691474 
[0/25][13341/14432] Training Loss: 0.663868 
[0/25][13342/14432] Training Loss: 0.808610 
[0/25][13343/14432] Training Loss: 0.533772 
[0/25][13344/14432] Training Loss: 0.710770 
[0/25][13345/14432] Training Loss: 0.775819 
[0/25][13346/14432] Training Loss: 0.991566 
[0/25][13347/14432] Training Loss: 0.737143 
[0/25][13348/14432] Training Loss: 0.667514 
[0/25][13349/14432] Training Loss: 0.621940 
[0/25][13350/14432] Training Loss: 0.850173 
[0/25][13351/14432] Training Loss: 0.651754 
[0/25][13352/14432] Training Loss: 0.654262 
[0/25][13353/14432] Training Loss: 0.712658 
[0/25][13354/14432] Training Loss: 0.725362 
[0/25][13355/14432] Training Loss: 0.722751 
[0/25][13356/14432] Training Loss: 0.695504 
[0/25][13357/14432] Training Loss: 0.654788 
[0/25][13358/14432] Training Loss: 0.791234 
[0/25][13359/14432] Training Loss: 0.642778 
[0/25][13360/14432] Training Loss: 0.713031 
[0/25][13361/14432] Training Loss: 0.773076 
[0/25][13362/14432] Training Loss: 0.654692 
[0/25][13363/14432] Training Loss: 0.848894 
[0/25][13364/14432] Training Loss: 0.661454 
[0/25][13365/14432] Training Loss: 0.832785 
[0/25][13366/14432] Training Loss: 0.682604 
[0/25][13367/14432] Training Loss: 0.824323 
[0/25][13368/14432] Training Loss: 0.598360 
[0/25][13369/14432] Training Loss: 0.764592 
[0/25][13370/14432] Training Loss: 0.737892 
[0/25][13371/14432] Training Loss: 0.671565 
[0/25][13372/14432] Training Loss: 0.609702 
[0/25][13373/14432] Training Loss: 0.797799 
[0/25][13374/14432] Training Loss: 0.638011 
[0/25][13375/14432] Training Loss: 0.703517 
[0/25][13376/14432] Training Loss: 0.731996 
[0/25][13377/14432] Training Loss: 0.787952 
[0/25][13378/14432] Training Loss: 0.640257 
[0/25][13379/14432] Training Loss: 0.580275 
[0/25][13380/14432] Training Loss: 0.655045 
[0/25][13381/14432] Training Loss: 0.668268 
[0/25][13382/14432] Training Loss: 0.725269 
[0/25][13383/14432] Training Loss: 0.719514 
[0/25][13384/14432] Training Loss: 0.736150 
[0/25][13385/14432] Training Loss: 1.071474 
[0/25][13386/14432] Training Loss: 0.887647 
[0/25][13387/14432] Training Loss: 0.798831 
[0/25][13388/14432] Training Loss: 0.776971 
[0/25][13389/14432] Training Loss: 0.645383 
[0/25][13390/14432] Training Loss: 0.898962 
[0/25][13391/14432] Training Loss: 0.642443 
[0/25][13392/14432] Training Loss: 0.736238 
[0/25][13393/14432] Training Loss: 0.923461 
[0/25][13394/14432] Training Loss: 0.535525 
[0/25][13395/14432] Training Loss: 0.801009 
[0/25][13396/14432] Training Loss: 0.797370 
[0/25][13397/14432] Training Loss: 0.632382 
[0/25][13398/14432] Training Loss: 0.775011 
[0/25][13399/14432] Training Loss: 0.736287 
[0/25][13400/14432] Training Loss: 0.680813 
[0/25][13401/14432] Training Loss: 0.783781 
[0/25][13402/14432] Training Loss: 0.805869 
[0/25][13403/14432] Training Loss: 0.602569 
[0/25][13404/14432] Training Loss: 1.058647 
[0/25][13405/14432] Training Loss: 0.612746 
[0/25][13406/14432] Training Loss: 0.652064 
[0/25][13407/14432] Training Loss: 1.039167 
[0/25][13408/14432] Training Loss: 0.653846 
[0/25][13409/14432] Training Loss: 0.624796 
[0/25][13410/14432] Training Loss: 0.712298 
[0/25][13411/14432] Training Loss: 0.577014 
[0/25][13412/14432] Training Loss: 0.740142 
[0/25][13413/14432] Training Loss: 0.860837 
[0/25][13414/14432] Training Loss: 0.827076 
[0/25][13415/14432] Training Loss: 0.708890 
[0/25][13416/14432] Training Loss: 0.697209 
[0/25][13417/14432] Training Loss: 0.668014 
[0/25][13418/14432] Training Loss: 0.694009 
[0/25][13419/14432] Training Loss: 0.806350 
[0/25][13420/14432] Training Loss: 0.707886 
[0/25][13421/14432] Training Loss: 0.673829 
[0/25][13422/14432] Training Loss: 0.738251 
[0/25][13423/14432] Training Loss: 0.575392 
[0/25][13424/14432] Training Loss: 0.607223 
[0/25][13425/14432] Training Loss: 0.655307 
[0/25][13426/14432] Training Loss: 0.732851 
[0/25][13427/14432] Training Loss: 0.795835 
[0/25][13428/14432] Training Loss: 0.640534 
[0/25][13429/14432] Training Loss: 0.522913 
[0/25][13430/14432] Training Loss: 0.702627 
[0/25][13431/14432] Training Loss: 0.741622 
[0/25][13432/14432] Training Loss: 0.806313 
[0/25][13433/14432] Training Loss: 0.496967 
[0/25][13434/14432] Training Loss: 0.773982 
[0/25][13435/14432] Training Loss: 0.580957 
[0/25][13436/14432] Training Loss: 0.893192 
[0/25][13437/14432] Training Loss: 0.646370 
[0/25][13438/14432] Training Loss: 0.692612 
[0/25][13439/14432] Training Loss: 0.611099 
[0/25][13440/14432] Training Loss: 0.960702 
[0/25][13441/14432] Training Loss: 0.749354 
[0/25][13442/14432] Training Loss: 0.777088 
[0/25][13443/14432] Training Loss: 0.795257 
[0/25][13444/14432] Training Loss: 0.775995 
[0/25][13445/14432] Training Loss: 0.875007 
[0/25][13446/14432] Training Loss: 0.835830 
[0/25][13447/14432] Training Loss: 0.607638 
[0/25][13448/14432] Training Loss: 0.647261 
[0/25][13449/14432] Training Loss: 0.582257 
[0/25][13450/14432] Training Loss: 0.547537 
[0/25][13451/14432] Training Loss: 0.919395 
